Food,Protein,Fat,Carb,Fiber,Calories
Gerber 3rd Lil'Bits_ Roasted Vegetable Chicken,2.11,2.85,11.27,0.71,79.2
Gerber 3rd Lil'Bits_ Garden Vegetable Beef,2.11,2.47,11.97,0.74,78.6
Mushrooms_ portabella - raw,2.11,0.35,2.57,1.3,21.9
Gerber Garden Vegetable Beef Dinner,2.12,2.46,10.56,0.71,72.9
Cilantro - raw,2.13,0.52,0.87,2.8,16.7
Cream_ Shelf Stable Whipping Crm - Trader Joes,2.17,30.91,2.96,0,298.7
Tzaziki sauce_ homemade (recipe in Snacks),2.17,17.1,6.3,0.53,187.8
Dates_ Medjool - pitted,2.17,0,65.24,6.5,269.6
Asparagus - raw,2.2,0.12,1.78,2.1,17
Avocado_ Florida,2.23,10.06,2.22,5.6,108.3
Lime cream sauce - (recipe in Snacks),2.24,46.98,2.11,0.14,440.2
Mushrooms - shiitake - raw,2.24,0.49,4.29,2.5,30.5
Barley_ pearled - cooked,2.26,0.44,24.42,3.8,110.7
Watercress - raw,2.3,0.1,0.79,0.5,13.3
Smiles Mccain potatoes,2.34,7.02,28,0,184.5
Chicken Soup w/ 3 Matzo Balls - Manischewtiz,2.34,3.12,5.46,0,59.3
Heinz Strained Mixed Vegetables/ Leg. melanges,2.34,0.23,6.25,0,36.4
French fries_ Ore-Ida_ regular cut_ baked,2.35,7.5,26.4,0,182.5
Yogurt_ Almond Milk_ unsweetened - Kite Hill,2.35,5.9,3.53,1.8,76.6
Yogurt_ Almond Milk_ Vanilla - Kite Hill,2.35,5.3,11.18,1.8,101.8
Sprouts_ Sunflower Greens - Jonathan's,2.35,4.71,1.18,1.18,56.5
Gerber 3rd Dinner_ Chicken Noodle,2.35,2.06,9.41,1.17,65.6
Gerber 3rd Dinner_ Mixed Veg & Chicken,2.35,2.05,10.58,1.17,70.2
Sprouts_ Brocc & Clover - Jonathan's,2.35,0.59,1.18,3.53,19.4
Sprouts_ Broccoli - Jonathan's,2.35,0.59,1.18,4.71,19.4
Snow Peas - raw,2.35,0.2,4.7,0,30
Capers - canned,2.36,0.86,1.69,3.2,23.9
Gerber 2nd Organic (pouch) Peas Carrots & Beets,2.37,0.22,6.54,0,37.6
French Fry_ Oreda Extra Crispy,2.38,7.14,27.37,0,183.3
Sprouts_ broccoli - raw,2.38,0.6,1.19,4.76,19.7
Broccoli_ fresh then boiled_ drained w/o salt,2.38,0.41,3.88,3.3,28.7
Broccoli_ raw then steamed,2.38,0.41,3.88,3.3,28.7
Cloudberries - raw,2.4,0.8,8.6,0,51.2
Asparagus - cooked,2.4,0.22,2.11,2,20
Coconut Cream extra thick & rich (can) TraderJoe's,2.5,20,5,0,210
Gerber 2nd Peas,2.5,0.2,7.8,0,43
Shallots - raw,2.5,0.1,13.6,3.2,65.3
Chicken stock - home prepared from bones,2.52,1.2,3.53,0,35
Brussels Sprouts_ cooked,2.55,0.5,4.5,0,32.7
Mustard Greens - cooked,2.56,0.47,2.51,2,24.5
Potato_ raw (no skin),2.57,0.1,15.27,0.3,72.3
Arugula - raw,2.58,0.66,2.05,1.6,24.5
Bamboo shoots - raw,2.6,0.3,3,2.2,25.1
Bamboo shoots_ fresh or tinned - Australia,2.6,0,5.2,2.2,31.2
Artichoke Hearts - frozen,2.63,0.43,3.85,3.9,29.8
Avocado Mayo (recipe in Standard Snacks),2.65,80.1,0.61,0.25,733.9
Beech-Nut Stage 2: Peas Green Beans Aspx,2.65,0.18,5.3,3.53,33.4
Yogurt_ Almond Milk_ plain - Kite Hill,2.67,6,6,2,88.7
Rice_ medium grain - cooked,2.67,0.28,27.95,0.4,125
Rice_ white long grain_ cooked,2.69,0.28,27.77,0.4,124.4
Dixie Carb Caramel brownie mix(100gms=1 piece) 28/,2.7,5.1,2.9,0,68.3
Dandelion greens - raw,2.7,0.7,5.7,3.5,39.9
Collard greens - cooked in water,2.71,0.72,1.65,4,23.9
Nettles - cooked,2.71,0.11,0.59,6.9,14.2
Formula:Ketovie 3:1 (mL) Cambrooke,2.8,10,0.5,0.4,103.2
Gerber 3rd Desserts_ Van.Custard Pudding - DISC.,2.8,1.2,18.5,0,96
Arugula - cooked,2.8,0.72,2.23,1.74,26.6
Kale_ curly (Scotch) - raw,2.8,0.6,6.62,1.7,43.1
Pea Pods - raw,2.8,0.2,4.95,0,32.8
Peas - edible podded (Snap Peas) - raw,2.8,0.2,4.95,2.6,32.8
Gerber 3rd Dinner_ Mac&Cheese Lil'Bits,2.82,4.23,10.56,0.7,91.6
Gerber 3rd Dinner_ Chicken Itty Bitty Noodle,2.82,3.17,10.56,0.7,82.1
Gerber 3rd Lil'Bits_ Farms Mrkt Veg Turkey,2.82,3.17,11.97,0.71,87.7
Gerber 3rd Lil'Bits_ Herb Veg Pasta Chicken,2.82,3.17,10.56,0.71,82.1
Gerber 3rd Lil'Bits_ Autumn Veg Turkey,2.82,2.47,10.56,0.71,75.8
Broccoli_ raw,2.82,0.37,4.04,2.6,30.8
Spinach - raw,2.86,0.39,1.43,2.2,20.7
Pea Shoots_ Organic (70gm = 1 c),2.86,0,5.71,0,34.3
Artichoke Hearts(globe/French) boiled w/salt,2.89,0.34,2.79,8.6,25.8
Butter Pecan - Enlightened Keto Collection,2.9,25.71,11.43,2.9,288.7
Mint Chocolate Chunk - Enlightened Keto Collection,2.9,22.9,12.9,2.9,269.3
keto choc chip cookie( full recipe),2.91,13.79,4.06,0,152
Soy Milk - Unsweetened - Silk,2.91,1.666,1.25,0,31.6
Gerber 3rd Dinner_ Lasagne/Meat Sauce,2.94,2.35,11.76,1.17,79.9
Gerber 3rd Dinner_ Mixed Veg & Beef,2.94,2.35,9.41,1.76,70.6
Soy Pediatric Drink_ Vanilla - Bright Beginnings,2.95,5.06,9.6,1.25,95.7
Formula: PediaSure Enteral Formula 1.0 - mL,2.95,3.797,13.92,0,101.7
Formula: Pediasure Enteral Formula 1.0 with Fiber,2.95,3.79,13,1.27,97.9
Formula: Boost Kids Essential 1.0 - Nestle,2.96,3.8,13.5,0,100
Gerber 3rd Dinner_ Mixed Veg. & Turkey,2.96,2.06,8.86,1.76,65.8
Pudding - Dairy Free (Recipe in Standard Snacks),2.966,22.48,2.6,0,224.6
GFCF Whipped Cream (see recipe in Snacks),2.97,38.34,11.69,0,403.7
Parsley - raw,2.97,0.79,3.03,3.3,31.1
Spinach_ fresh - cooked,2.97,0.26,1.35,2.4,19.6
Wink Frozen Desserts - all flavors,2.99,0.75,4.5,5.97,36.7
MCT Oil Powder unflavored - Perfect Keto,3,70,5,5,662
Formula: Neocate Splash unflavored - Nutricia,3,5.1,10.5,0,99.9
Formula: Nutren Junior - Nestle,3,4.96,11,0,100.6
Formula: Nutren Junior Fiber_ Vanilla - Nestle,3,4.96,10.4,0.6,98.2
Formula: Pediasure Peptide 1.0 (mL) Abbott,3,4.05,13.38,0.295,102
Formula: PediaSure/Ped. w/ fiber DISCONTINUED,3,3.97,13.25,0,100.7
Formula: Peptamen Jr w/Fiber unflavored Nestle,3,3.8,13.6,0.8,100.6
Formula: Compleat Pediatric Reduced Cals 0.6,3,2,7.8,1,61.2
Collard greens - raw,3.02,0.61,1.42,4,23.3
Sprouts_ Pea Shoots - Jonathan's,3.03,0,5.05,3.03,32.3
Bean Sprouts_ Mung - raw,3.04,0.18,4.14,1.8,30.3
Chocolate Truffles (recipe in Standard Snack),3.05,37.34,2.97,4.47,360.1
Broccoli roasted with avocado oil,3.08,8.37,3.97,3.1,103.5
Bulgur - cooked,3.08,0.24,14.08,4.5,70.8
Formula:KetoCal 4:1 LQ Chocolate (measure mL) Nutr,3.09,15,0.68,1.12,150.1
Formula:KetoCal 4:1 LQ Unflrd(measure mL) Nutri,3.09,14.8,0.61,1.12,148
Formula:KetoCal 4:1 LQ Van (measure mL) Nutricia,3.09,14.8,0.61,1.12,148
Mushrooms - white - raw,3.09,0.34,2.26,1,24.5
Broccoli - frozen chopped boiled_ drained w/o salt,3.1,0.12,2.35,3,22.9
Artichoke Hearts(globe/French) boiled w/o salt,3.11,0.5,4.6,4.58,35.3
Basil - fresh_ raw,3.15,0.64,1.05,1.6,22.6
Blackeye peas - boiled immature (cowpeas),3.17,0.38,15.32,5,77.4
Chia Pudding (recipe in Standard Snacks),3.18,22.61,3.68,0,230.9
Frosting:Stabilized Wh Cream(StandardSnacks),3.187,39.74,2.59,0,380.8
Formula:Ketovie 4:1 Peptide (mL) Cambrooke,3.2,14.6,0.3,1.1,145.4
Goat Milk Kefir unsweetened - Trader Joes,3.2,3.2,4,0,57.6
Milk_ whole,3.22,3.25,4.52,0,60.2
Rice_ Kraft Minute Instant Long Grain - cooked,3.22,0,29.8,0,132.1
Chives - raw,3.27,0.73,1.85,2.5,27
Artichoke Hearts (globe or French) raw,3.27,0.15,5.11,5.4,34.9
Formula:KetoVie 4:1 Plant-Based Van (mL) Cambrooke,3.28,14.2,0.2,1.84,141.7
KetoVie Café Raspberry Muffins 3.5:1,3.3,27.9,4.3,15.7,281.5
Yogurt_ Whole Milk - Traders Pt Creamery WHL Foods,3.3,3.8,4.9,0,67
Dixie Carb Choc. Chip muffin(1=100grams),3.3,3.5,7.1,0,73.1
Dixie Carb Choc. Chip muffin(1=100grams),3.3,3.5,7.1,0,73.1
Hood Carb Control Milk,3.3,2,1.3,0,36.4
Milk_ 2% Lowfat,3.3,1.97,4.68,0,49.7
Sunflower Lecithin powder - Swanson,3.33,93.33,0,0,853.3
Hollandaise Sauce (8 oz) - Trader Joes,3.33,60,2,0,561.3
Pesto (tube) - Amore,3.33,36.7,3.33,3,356.9
Creme fraiche - Alouette,3.33,36.66,3.33,0,356.6
Coconut meat - raw,3.33,33.49,6.23,9,339.7
Coconut Cream org (can) Trader Joes,3.33,30,1.67,1.67,290
Chocolate Chips Semi Sweet - Tropical Source,3.33,26.6,53.3,0,465.9
Coconut Milk - No Sugar Added 13.5 oz can - Goya,3.33,15,3.33,0,161.6
Half & Half,3.33,11.67,3.33,0,131.7
cereal_ kix Berry,3.33,5,73.26,0,351.4
Asparagus_ pickled - Fosters Original,3.33,0,3.33,2,26.6
Banana flour green-Let's DoOrganic,3.33,0,80.7,6,336.1
Yogurt_ Whole Milk plain Brown Cow,3.34,4.67,7.33,0,84.7
Goat milk_ whole (carton) - Meyenburg,3.34,2.92,4.6,0,58
Ripple Unsweet Original plant based milk,3.34,1.88,0.18,0.125,31
Milk_ 1% lowfat,3.37,0.97,4.99,0,42.2
Brussels sprouts - raw,3.38,0.3,5.15,3.8,36.8
Formula:Ketovie 4:1 Chocolate (mL) Cambrooke,3.4,15.32,0.4,2.16,153.1
Formula: KFlo 4:1 ready-to-drink-Vitaflo (Nestle),3.4,14.7,0.3,1.3,147.1
Formula:Ketovie 4:1 unflavored (mL) Cambrooke,3.4,14.5,0.1,2,144.5
Formula:Ketovie 4:1 Vanilla (mL) Cambrooke,3.4,14.24,0.16,1.76,142.4
Formula: Isocal - Novartis,3.4,4.4,13.5,0,107.2
Corn_ yellow - cooked,3.4,1.5,18.58,2.4,101.4
Mayonnaise_ Olive oil-recipe in Standard Snacks,3.41,68.67,0.67,0,634.3
Ken's Creamy Ceasar,3.44,61.92,0.7,0,573.8
Cream Cheese_ Lactose-free-Organic Valley,3.44,37.9,6.89,0,382.4
Salad Dressing_ Aged Parmesan Ranch - Marzetti,3.45,48.3,6.9,0,476.1
Dill weed - fresh,3.46,1.12,4.92,2.1,43.6
Basil Pesto - see recipe in Standard Snacks,3.48,52.2,1.94,0,491.5
Basil Pesto (recipe in Standard Snacks),3.48,52.2,1.94,1.3,491.5
GFCF Chocolate Mousse (recipe in Standard Snacks),3.5,40.09,23.26,0,467.9
Millet_ cooked,3.51,1,22.37,1.3,112.5
Yogurt-Greek Wh Milk plain - TraderJoes,3.53,9.41,5.294,0,120
Yogurt_ Smooth&Creamy Wh Milk Plain Stonyfield,3.53,4.12,5.3,0,72.4
Yogurt_ goat milk - Redwood Hill Farms,3.53,3.53,6.47,0,71.8
Yogurt_ Whole Milk plain Dannon,3.53,3.53,4.12,0,62.4
Earth's Best: 2nd Gourmet Crmy Chicken Apple Com.,3.53,3.09,8.85,0,77.3
Earth's Best: 2nd Gourmet Chicken Mango Risotto,3.53,2.65,8.85,0,73.4
Sprouts_ Radish - Jonathan's,3.53,2.35,1.18,2.35,40
Sprouts_ Alfalfa & Radish - Jonathan's,3.53,1.76,1.18,2.35,34.7
Sprouts_ Alfalfa - Jonathan's,3.53,0.59,1.18,2.35,24.1
Sprouts_ Alfalfa & Dill - Jonathan's,3.53,0.59,2.35,2.35,28.8
sprouts_ Clover - Jonathan's,3.53,0.59,1.18,2.35,24.1
Sprouts_ Kale - Jonathan's,3.53,0.59,1.18,2.35,24.1
Sprouts_ Mung Beans - Jonathan's,3.53,0.59,4.12,0.59,35.9
Aronia berries - raw,3.53,0.5,14.13,7.06,75.1
Sprouts_ Gourmet - Jonathan's,3.53,0,1.18,2.35,18.8
Yogurt - Yo Baby - Stoneyfield Farm - Plain,3.54,3.98,5.31,0,71.2
Milk_ goat,3.56,4.14,4.45,0,69.3
Salad Dressing_ Ranch - Marie's,3.57,67.9,3.57,0,639.7
Salad Dressing_ Creamy Italian Garlic - Marie's,3.57,67.85,3.57,0,639.2
Salad Dressing_ Chunky Blue Cheese - Marie's,3.57,64.3,3.57,0,607.3
chester puffcorn,3.57,39.3,50,0,568
Potato Chips_ Pringles Original,3.57,32.14,55.35,3.57,524.9
Lily's Chocolate Chips,3.57,28.57,21.4,0,357
Lily's Semi-sweet Baking Chips,3.57,28.57,19.3,35.71,348.6
Cheese_ Monterey Jack_ Vegan G-FollowYrHeart,3.57,25,1.78,0,246.4
Cream Cheese_ Bttr ThanCrmChse plain - Tofutti,3.57,17.85,32.14,0,303.5
Formula: Kate Farms Pediatric Peptide 1.0 Vanilla,3.6,4.2,11.2,0.8,97
Guar Gum - Bob's Red Mill,3.6,0.3,5.7,88,39.9
Spinach_ frozen - chopped or leaf - (not thawed),3.63,0.57,1.31,2.9,24.9
Quiona_ cooked - Nature's Earthly Choice,3.65,1.52,15.2,2.5,89.1
Heavy Cream Powder - Anthonys Goods,3.7,66.67,16.67,0,681.5
Tidbits,3.7,19.7,65,0,452.1
Chicken & Cabbage Soup (Recipe in Standard Meals),3.73,20.3,1.32,0,202.9
Mustard_ yellow (condiment),3.74,3.34,1.83,4,52.3
Soy Milk_ Organic Unsweetened - Trader Joes,3.75,1.875,0.833,0,35.2
Soy Milk_ Unsweetened Almond - Westsoy,3.75,1.875,0.42,0,33.6
Soy Milk_ Unsweetened Chocolate - Westsoy,3.75,1.875,0.42,0,33.6
Soy Milk_ Unsweetened Plain - Westsoy,3.75,1.875,0.42,0,33.6
Peppermint (leaf) - raw,3.75,0.94,6.89,8,51
Broth_ organic chicken bone - Pacific,3.75,0.21,0.42,0,18.6
Custard - dairy free (homemade),3.76,16,2.14,0,167.6
Carb Counters Cake Mix_ devils food( one peice ),3.8,12.9,3,0,143.3
CB Ct apple/BluecreamMuffin(1=100gm)1/2=50gm,3.8,7.65,4.5,0,102
Formula: Compleat Pediatric Original,3.8,3.8,12.8,0.8,100.6
Formula: Pediasure Harvest - Abbott,3.8,3.8,12.24,0.844,98.4
Formula: Peptamen Jr 1.0 unflavored Nestle,3.8,3,13.6,0,96.6
Formula: Ensure original Vanilla - Abbott,3.8,2.53,16.05,1.26,102.2
Sprouted radish seeds,3.81,2.53,3.6,0,52.4
Prunes (pitted) - Sunsweet,3.85,0.16,57.7,3.85,247.6
Garam Masala (spice combination),3.9,2.5,48.8,0,233.3
Mayonnaise_ coconut CharF Recipe Video,3.98,70.3,0.91,0,652.3
Cinnamon - ground,3.99,1.24,27.49,53.1,137.1
Sprouted alfalfa seeds - raw,3.99,0.69,0.2,1.9,23
Oil_ MCT 70 powder_ Neoke-Solace Nutrition,4,70,23,0,738
Cookies: Chocolate Chip Macaroons - Manischewitz,4,20,52,0,404
Cookies: Keebler Gripz Chips Deluxe,4,20,68,0,468
Formula: RCF Soy Form. Base w/Iron (mL) - Abbott,4,7.2,0.07,0,81.1
Formula: RCF Soy Form. Base w/ Iron (mL=gm) - Abbo,4,7.2,0.07,0,81.1
Formula: Nutren 1.0 - Nestle,4,3.4,13.6,0,101
Formula: Nutren 1.0 w/Fiber_ unflavrd - Nestle,4,3.4,13.38,1.42,100.1
Spinach_ frozen - chopped or leaf_ cooked,4.01,0.87,1.1,3.7,28.3
Mayonnaise_ Coconut Oil - recipe in Standard Snack,4.03,69.35,1.04,0,644.4
Formula: Quinoa Kale Hemp-RealFoodBlends,4.11,6.77,10.46,1.65,119.2
Formula: Nourish - functional formularies,4.11,4.99,12.61,2.06,111.8
Sumac (berries) ground,4.13,10.61,45.2,0,292.8
Formula: Glucerna 1.0 Cal - Abbott,4.17,5.44,8.18,0,98.4
Beans_ Refried Traditional - Old El Paso,4.17,2.08,7.47,4.2,65.3
Formula: Boost KidEssentials 1.5-Nestle,4.22,7.6,16.5,0,151.3
Formula: Boost KidEssentials 1.5w/Fiber-Nestle,4.22,7.6,16.5,0.85,151.3
Formula: PediaSure Side Kicks mL Choc - Abbott,4.22,2.53,9.71,0,78.5
French fries_ McDonalds small,4.23,15.5,36.7,4.23,303.2
Beans_ Refried Vegetarian - El Paso,4.24,0.42,8.47,4.24,54.6
Chocolate Custard,4.25,31.36,6.33,0,324.6
waffles( kellogg's Eggo Gluten free Original),4.26,7.1,38.34,2.84,234.3
Formula:Compleat Org Blends Pediatric PlantBsd,4.3,5.33,12,1.67,113.2
Formula: Beef Potatoes Peas-RealFoodBlends,4.31,6.93,9.24,0.79,116.6
Tomato paste - canned,4.32,0.47,14.81,4.1,80.8
Tomato Paste_ Oganic Tomatoes - Trader Joes,4.32,0.47,14.81,4.1,80.8
M & M's Milk Chocolate (candy) - Mars Inc,4.33,21.13,68.39,2.8,481
Formula: Compleat Ped Org Plant Based Blend 1.2,4.33,5.33,12,1.7,113.3
KetoCuisine Baking Mix 5:1 Ratio - MedicaNutr,4.4,73,10,0,714.6
Potato Sticks_ french's,4.4,31.9,52.8,0,515.9
Yogurt_ Wh Milk Org_ Plain Horizon DISCONTINUED,4.4,3.08,5.72,0,68.2
Dannon lite & fit Sugar/carb strawb & cream(113gms,4.4,2.7,2.7,0,52.7
Dannon Light n Fit Carb. Control /Van/StrawbYogurt,4.4,2.6,2.6,0,51.4
Quinoa - cooked,4.4,1.92,18.5,2.8,108.9
Yogurt_ Smooth&Crmy Lowfat -Stonyfield DISC,4.4,0.89,6.6,0,52
Earth's Best: 2nd Tender Beef Spinach,4.42,6.19,4.42,0,91.1
Earth's Best: 2nd Gourmet SweetPeaTurkeyWild Rice,4.42,1.33,7.96,0,61.5
Formula: Jevity 1.0 Cal unflavored - Abbott,4.43,3.47,14.03,1.44,105.1
Soy Milk,4.48,1.92,4.93,0,54.9
Formula:KetoCal 2.5:1 Liquid,4.5,14.3,1.1,1.1,151.1
Formula: Salmon Oats Squash-RealFoodBlends,4.5,7.5,8.24,1.12,118.5
atkins shake/vanilla or chocolate,4.5,2.7,1.5,0,48.3
Formula: PediaSure Peptide 1.5 Vanilla mL- Abbott,4.51,6.08,19.94,0.46,152.5
Cream Cheese_ WHIPPED Original - Philadelphia,4.54,20.45,9,0,238.2
Kefir_ Plain Lowfat - Lifeway,4.58,0.83,3.75,0,40.8
Formula: Enfamil A2 Premium powder,4.6,12.18,26,0,232
Shake: Atkins Dark Chocolate Royale,4.62,3.08,0.61,1.23,48.6
Shake: Atkins French Vanilla,4.62,2.76,0.3,0.3,44.5
Butter Beans (lima beans) - canned - Joan of Arc,4.68,0.32,8.5,4,55.6
Rice_ Brown Organic Long Grain Cooked - Texmati,4.7,1.17,38.8,0,184.5
Icecream_ Haagen-dazs Vanilla,4.71,16.9,19.8,0,250.1
Sprouts_ Sprout Salad - Jonathan's,4.71,1.76,7.06,4.71,62.9
Kale_ baby organic - raw,4.71,1.18,4.74,3.5,48.4
Custard (homemade),4.74,28.98,2.43,0,289.5
Garlic paste - Amore,4.8,41.67,16.67,0,460.9
Raspberry Muffins 4:1 Cambrooke,4.8,31.9,3.5,18.4,320.3
Formula: Kate Farms Pediatric STD 1.2 Van,4.8,4.8,13.2,1.2,115.2
Formula: Compleat Original,4.8,4,12.8,0.8,106.4
Yoghurt - Plain Orig Style - Mountain High,4.85,3.52,7.48,0,81
Vegan Shake_ Van or Choc - Orgain,4.85,1.82,6.97,0.61,63.7
Fat Bombs: 3 IngredCoconut Bars - Std Snack Recipe,4.87,69.47,5.76,11.54,667.7
Rosemary - dried,4.88,15.22,21.46,42.6,242.3
Formula: Kate Farms STD Chocolate 1.0cal/mL,4.9,3.7,10.2,1.54,93.7
Formula: Kate Farms STD Vanilla 1.0cal/mL,4.9,3.7,10.2,1.54,93.7
milk_ whole,4.9,3.3,4.9,0,68.9
Fat Bombs: Strawberry Cheese Cake,4.98,47.24,4.48,4.1,463
Formula: Nourish Peptide Functional Formularies,4.99,9.97,9.1,2.95,146.1
Coconut Oil Powder - Quest Nutrition,5,80,0,20,740
Lecithin Sunflower Pure powder - NOW,5,50,9,0,506
KetoVie Café Kwik Mix - Cambrooke,5,44.29,5.71,36.79,441.5
KetoVie Café Kwik Mix 4:1 – Cambrooke,5,44.29,5.71,36.79,441.5
Lily's Original Dark 55% Chocolate,5,32.5,23.5,30,406.5
Lily's Salted Caramel Choc 40%,5,32.5,26,27.5,416.5
Beans_ refried,5,6.93,10.77,0,125.4
Chestnuts_ roasted_ peeled - Gefen,5,2.5,37.5,5,192.5
Formula: Vivonex RTF 100% Free A.A.- Nestle,5,1.16,17.6,0,100.8
Formula: Orange Chic Carrots Rice-RealFoodBlnds,5.01,7.12,9.37,0.93,121.6
Serenity Beef or Turkey Pouch,5.05,5.05,8.4,0,99.3
Serenity Bison Pouch,5.05,5.05,3.15,0,78.3
Serenity Chicken pouch,5.05,5.05,5.25,0,86.7
Hollandaise Sauce - homemade,5.06,53.96,2,0,513.9
KetoCuisine: Gingerbread Man Cookies 4:1,5.08,60.42,10.05,0,604.3
KetoCuisine: Chocolate Nut Cheesecake 4:1,5.08,55.19,8.72,0,551.9
Gerber Graduate lil crunchies-allflavors,5.1,21.4,71,0,497
Peas_ green - frozen - cooked,5.15,0.27,8.76,5.5,58.1
Yogurt_ plain lowfat (12gm Protein per 8ounces),5.25,1.55,7.04,0,63.1
Cookies: Butter - Fifty50,5.26,23.68,60.5,0,476.2
Bread - White Flax Loaf - EnerG Foods,5.26,11.84,31.58,0,253.9
Cashew Cream (327gm cashews+800gm H2O)blended,5.28,12.7,7.8,0,166.6
Yogurt_ Carbmaster Fred Meyer (all flavors),5.29,0.88,2.94,0,40.8
Yogurt - Straus Organic Euro Style Plain Whole,5.3,2.65,5.3,0.6,66.3
Pudding powder Kraft FatFr/SugarFr Inst.Chocolate,5.3,2.4,72.1,0,331.2
Kimchi_ medium spicy - Sunja's,5.33,0,5.33,2.66,42.6
Formula: Isosource HN - Nestle,5.4,4,15.6,0,120
Milk_ Ultra-filtered_ Whole - Fairlife,5.41,3.33,2.5,0,61.6
KetoCuisine Tortillas (Standard Snack recipe),5.42,42.34,2.94,0,414.5
Peas_ green - raw,5.42,0.4,9.35,5.1,62.7
Fava beans - canned,5.47,0.22,8.71,3.7,58.7
Spelt (hulled wheat) - cooked,5.5,0.85,22.54,3.9,119.8
Formula: Jevity 1.2 Cal unflavored - Abbott,5.55,3.93,15.14,1.8,118.1
Formula: Osmolite 1.2 Cal High Protein-Abbott,5.57,3.92,15.82,0,120.8
Pancakes - banana spice (Recipe in Std Meals),5.59,15.98,10.81,1.35,209.4
Brownies_ from mix-DiabeticKitchen,5.6,11.1,11.1,61.1,166.7
Grape leaves - raw,5.6,2.12,6.31,11,66.7
Cookies: Chocolate Chip - Fifty50,5.7,25.7,60,0,494.1
Cookies: Coconut - Fifty50,5.7,22.85,62.8,0,479.7
Cookies: Hearty Oatmeal - Fifty50,5.7,20,65.7,0,465.6
Waffle (frozen) Aunt Jem.Homestyle (1=35gm),5.7,7.14,37.85,0,238.5
Lemon anchovy sauce (recipe in Snacks),5.8,57.37,2.56,0.16,549.8
Pasta_ Angel Hair - cooked,5.8,0.93,29.06,0,147.8
Spaghetti Noodles_enriched - cooked,5.8,0.93,29.06,1.8,147.8
Seaweed sheets - Nori (lavar),5.81,0.28,4.81,0.3,45
Beans_ Refried Traditional - Rosarita,5.83,1.66,11.66,0,84.9
Nutmeg - ground,5.84,36.31,28.49,20.8,464.1
slimfast keto peanutbutter fat bomb(1=17 g),5.88,52.92,17.64,17.64,570.4
Crispbread_ Crisp'n Light Mild Rye,5.88,1.47,82.35,0,366.1
Ungranola Bar CoconutChocChip-Leslie'sOrganics,5.89,44.11,35.3,11.8,561.8
Ungranola Bar Orig Coconut-CoconutSecret,5.9,44.11,32.35,14.7,550
Formula: PediaSure 1.5 Cal with Fiber mL - Abbott,5.9,6.8,15.3,1.3,146
Formula: PediaSure 1.5 Cal - Abbott,5.9,6.75,16.033,0,148.5
Formula: Boost Glucose Control (Brik Pak) - Nestle,5.9,5,8.4,1.26,102.2
Cloves_ ground,5.97,13,31.63,33.9,267.4
Chocolate Truffles dairy free_ Std Snack recipe,5.98,39.41,12.17,7.57,427.3
Seaweed Sea Snax_ premium roasted - SeaSnax Org,6,40,3,18,396
Curry Paste_ Indian - Sharwood's,6,13.33,6.66,6.66,170.6
Farro - cooked (wheat berries),6,0.5,26,0,132.5
bean_lima bean cooked,6,0,19,0,100
Cream Cheese - Kite Hill,6.06,18.18,3.03,3.03,200
Allspice - ground,6.09,8.69,50.52,21.6,304.6
Atkins Beef,6.2,8.19,3.5,0,112.5
Formula: Kate Farms STD Chocolate 1.4 cal/mL,6.2,5.89,14.88,0.93,137.3
Formula: Kate Farms Vanilla 1.4cal/mL,6.2,5.89,14.88,0.93,137.3
Cracker_ Premium Saltine - Nabisc0,6.25,9.37,75,0,409.3
Cereal-Nature's Path Organic puffed rice,6.25,0,75,0,325
Max Mallow 0 Sugar classic vanilla,6.25,0,18.75,12.5,100
Max Mallow_ Classic Vanilla - KnowBrainer,6.25,0,18.75,12.5,100
Mum mums rusk biscuts allflavors,6.25,0,87.5,0,375
Formula: Osmolite Cal 1.5 - Abbott,6.27,4.91,20.36,0,150.7
Formula: Compleat PedOrg Blends Plant Bsd DISC,6.34,5,11.7,2,117.2
Garlic - raw,6.36,0.5,30.96,2.1,153.8
Formula: Jevity 1.5 Cal unflavored - Abbott,6.38,4.98,19.32,2.2,147.6
Rice_ medium grain - dry (uncooked),6.38,0,76.62,2.2,332
KetoVie Café Cinnamon Donut Delights,6.4,46.2,10.9,2.5,485
keto cake,6.4,27.6,5.5,0,296
Cereal_ Corn Chex - General Mills,6.4,2.4,79.3,5.6,364.4
Chocolate Morsels Semi Sweet - Nestle T. House,6.42,28.5,57.14,0,510.7
Waffle (frozen) Thick & Fluffy - Eggo,6.5,13.6,36.3,1.1,293.6
Cracker Town House flip side(1=3gm),6.6,23.1,60,0,474.3
Rice snacks_ Quakes Cheddar cheese,6.6,16.6,73.3,0,469
Avengers chocolate grahams,6.6,13.3,73.3,0,439.3
Waffle (frozen) Homestyle - Eggo,6.6,10.55,38.6,1.2,275.8
Coconut_ shredded_ unsweetened - Bob's Red Mill,6.66,66.66,13.33,0,679.9
Cereal_ Paleo Coconut Flakes - Julian Bakery,6.66,40,23.33,23.33,480
Gerber 3rd Lil'Bits_ Apple Cinnamon Oatmeal,6.66,6.66,66.66,6.66,353.2
Curry powder_ Red - Thai Kitchen,6.66,0,13.33,6.66,80
oyster crackers,6.666667,10,73.33334,0,410
Creamed Coconut unsweet - Lets Do Organic,6.67,66.67,13.33,13.33,680
